selection,scenario_name,veh_year,veh_pt_type,drag_coef,frontal_area_m2,veh_override_kg,fc_peak_eff_override,mc_peak_eff_override,stop_start,force_aux_on_fc,glider_kg,veh_cg_m,drive_axle_weight_frac,wheel_base_m,cargo_kg,comp_mass_multiplier,fs_max_kw,fs_secs_to_peak_pwr,fs_kwh,fs_kwh_per_kg,fc_max_kw,fc_pwr_out_perc,fc_eff_map,fc_eff_type,fc_sec_to_peak_pwr,fc_base_kg,fc_kw_per_kg,min_fc_time_on,idle_fc_kw,mc_max_kw,mc_pwr_out_perc,mc_eff_map,mc_sec_to_peak_pwr,mc_pe_kg_per_kw,mc_pe_base_kg,ess_max_kw,ess_max_kwh,ess_kg_per_kwh,ess_base_kg,ess_round_trip_eff,ess_life_coef_a,ess_life_coef_b,min_soc,max_soc,ess_dischg_to_fc_max_eff_perc,ess_chg_to_fc_max_eff_perc,wheel_inertia_kg_m2,num_wheels,wheel_rr_coef,wheel_radius_m,wheel_coef_of_fric,max_accel_buffer_mph,max_accel_buffer_perc_of_useable_soc,perc_high_acc_buf,mph_fc_on,kw_demand_fc_on,max_regen,alt_eff,chg_eff,aux_kw,trans_kg,trans_eff,ess_to_fuel_ok_error,val_udds_mpgge,val_hwy_mpgge,val_comb_mpgge,val_udds_kwh_per_mile,val_hwy_kwh_per_mile,val_comb_kwh_per_mile,val_cd_range_mi,val_const65_mph_kwh_per_mile,val_const60_mph_kwh_per_mile,val_const55_mph_kwh_per_mile,val_const45_mph_kwh_per_mile,val_unadj_udds_kwh_per_mile,val_unadj_hwy_kwh_per_mile,val0_to60_mph,val_ess_life_miles,val_range_miles,val_veh_base_cost,val_msrp
27,"Class 8 Sleeper cab low roof (Diesel, 2035, program success)",2035,Conv,0.466843531,6.9,NA,-1,-1,FALSE,FALSE,10891.82193,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,328.2874797,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04918156, 0.07377233999999999, 0.135249295, 0.24590781499999997, 0.30738477, 0.40574789499999997, 0.45492946, 0.5041110200000001, 0.5409971950000001, 0.5532925799999999, 0.5532925799999999, 0.5532925799999999]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.195,0,0,0,2.935,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005442278,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"Class 8 Sleeper cab high roof (Diesel, 2040, program success)",2040,Conv,0.68,10.4,NA,-1,-1,FALSE,FALSE,11776,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,331,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.17,0,0,0,2.57,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"Class 8 Sleeper cab mid roof (Diesel, 2040, program success)",2040,Conv,0.508442548,7.7,NA,-1,-1,FALSE,FALSE,10729.55383,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,325.9355211,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.05125706,0.07688559,0.14095692,0.25628532,0.32035665,0.42287077,0.47412784,0.5253849,0.5638277,0.57664196,0.57664196,0.57664196]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.17,0,0,0,2.57,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005075864,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"Class 8 Sleeper cab low roof (Diesel, 2040, program success)",2040,Conv,0.44023684,6.9,NA,-1,-1,FALSE,FALSE,10729.55383,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,325.9355211,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.05125706,0.07688559,0.14095692,0.25628532,0.32035665,0.42287077,0.47412784,0.5253849,0.5638277,0.57664196,0.57664196,0.57664196]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.17,0,0,0,2.57,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005075864,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"Class 8 Sleeper cab high roof (Diesel, 2050, program success)",2050,Conv,0.68,10.4,NA,-1,-1,FALSE,FALSE,11776,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,331,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.08,0,0,0,2.25,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.004,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.74,300,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"Class 8 Sleeper cab mid roof (Diesel, 2050, program success)",2050,Conv,0.434142457,7.7,NA,-1,-1,FALSE,FALSE,10696.21733,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,320.8765601,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.05244199,0.07866298,0.14421546,0.26220993,0.32776242,0.43264639,0.48508838,0.53753036,0.57686185,0.58997235,0.58997235,0.58997235]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.08,0,0,0,2.25,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.004060691,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.74,300,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"Class 8 Sleeper cab low roof (Diesel, 2050, program success)",2050,Conv,0.375903835,6.9,NA,-1,-1,FALSE,FALSE,10696.21733,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,320.8765601,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.05244199,0.07866298,0.14421546,0.26220993,0.32776242,0.43264639,0.48508838,0.53753036,0.57686185,0.58997235,0.58997235,0.58997235]",HD_Diesel,6,0,0.26,5,0,0,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.08,0,0,0,2.25,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.004060691,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.74,300,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"Class 8 Sleeper cab high roof (BEV, 2025, no program)",2025,BEV,0.68,10.4,NA,-1,-1,FALSE,FALSE,11776,-0.46,0.8,5.88,17236,1.2,0,1,0,12.67,0,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",SI,6,0,0.26,5,0,344.63,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.58,0,366.75,1628.14,4.39,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005931667,0.506,0.6,60,0.2,0,NA,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"Class 8 Sleeper cab mid roof (BEV, 2025, no program)",2025,BEV,0.602833878,7.7,NA,-1,-1,FALSE,FALSE,11461.40135,-0.46,0.8,5.88,17236,1.2,0,1,0,12.67,0,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",SI,6,0,0.26,5,0,352.1844181,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.58,0,374.6642745,1307.889667,4.39,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.006021667,0.506,0.6,60,0.2,0,NA,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"Class 8 Sleeper cab low roof (BEV, 2025, no program)",2025,BEV,0.521965918,6.9,NA,-1,-1,FALSE,FALSE,11461.40135,-0.46,0.8,5.88,17236,1.2,0,1,0,12.67,0,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",SI,6,0,0.26,5,0,352.1844181,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.58,0,374.6642745,1307.889667,4.39,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.006021667,0.506,0.6,60,0.2,0,NA,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Class 8 Sleeper cab high roof (BEV, 2030, no program)",2030,BEV,0.68,10.4,NA,-1,-1,FALSE,FALSE,11776,-0.46,0.8,5.88,17236,1.2,0,1,0,12.67,0,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",SI,6,0,0.26,5,0,337.51,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.33,0,357.54,1492.02,3.67,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005733875,0.506,0.6,60,0.2,0,NA,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"Class 8 Sleeper cab mid roof (BEV, 2030, no program)",2030,BEV,0.56998042,7.7,NA,-1,-1,FALSE,FALSE,11272.88235,-0.46,0.8,5.88,17236,1.2,0,1,0,12.67,0,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",SI,6,0,0.26,5,0,346.5189706,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.33,0,368.6372027,1231.620435,3.67,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005923521,0.506,0.6,60,0.2,0,NA,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"Class 8 Sleeper cab low roof (BEV, 2030, no program)",2030,BEV,0.493519632,6.9,NA,-1,-1,FALSE,FALSE,11272.88235,-0.46,0.8,5.88,17236,1.2,0,1,0,12.67,0,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",SI,6,0,0.26,5,0,346.5189706,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.33,0,368.6372027,1231.620435,3.67,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005923521,0.506,0.6,60,0.2,0,NA,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"Class 8 Sleeper cab high roof (BEV, 2035, no program)",2035,BEV,0.68,10.4,NA,-1,-1,FALSE,FALSE,11776,-0.46,0.8,5.88,17236,1.2,0,1,0,12.67,0,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",SI,6,0,0.26,5,0,335.54,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.29,0,353.28,1391.89,3.31,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005481438,0.506,0.6,60,0.2,0,NA,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"Class 8 Sleeper cab mid roof (BEV, 2035, no program)",2035,BEV,0.539191732,7.7,NA,-1,-1,FALSE,FALSE,11356.36178,-0.46,0.8,5.88,17236,1.2,0,1,0,12.67,0,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",SI,6,0,0.26,5,0,344.3479161,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.29,0,366.3275703,1165.026426,3.31,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005659208,0.506,0.6,60,0.2,0,NA,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"Class 8 Sleeper cab low roof (BEV, 2035, no program)",2035,BEV,0.466861134,6.9,NA,-1,-1,FALSE,FALSE,11356.36178,-0.46,0.8,5.88,17236,1.2,0,1,0,12.67,0,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",SI,6,0,0.26,5,0,344.3479161,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.29,0,366.3275703,1165.026426,3.31,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005659208,0.506,0.6,60,0.2,0,NA,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"Class 8 Sleeper cab high roof (BEV, 2040, no program)",2040,BEV,0.68,10.4,NA,-1,-1,FALSE,FALSE,11776,-0.46,0.8,5.88,17236,1.2,0,1,0,12.67,0,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",SI,6,0,0.26,5,0,333.57,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.25,0,349.02,1291.76,2.95,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005229,0.506,0.6,60,0.2,0,NA,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"Class 8 Sleeper cab mid roof (BEV, 2040, no program)",2040,BEV,0.508403045,7.7,NA,-1,-1,FALSE,FALSE,11439.84122,-0.46,0.8,5.88,17236,1.2,0,1,0,12.67,0,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",SI,6,0,0.26,5,0,342.1768616,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.25,0,364.0179379,1098.432416,2.95,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005394895,0.506,0.6,60,0.2,0,NA,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"Class 8 Sleeper cab low roof (BEV, 2040, no program)",2040,BEV,0.440202637,6.9,NA,-1,-1,FALSE,FALSE,11439.84122,-0.46,0.8,5.88,17236,1.2,0,1,0,12.67,0,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",SI,6,0,0.26,5,0,342.1768616,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.25,0,364.0179379,1098.432416,2.95,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005394895,0.506,0.6,60,0.2,0,NA,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,"Class 8 Sleeper cab high roof (BEV, 2050, no program)",2050,BEV,0.68,10.4,NA,-1,-1,FALSE,FALSE,11776,-0.46,0.8,5.88,17236,1.2,0,1,0,12.67,0,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",SI,6,0,0.26,5,0,305.91,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.13,0,312.15,860.43,2.61,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.004623,0.506,0.6,60,0.2,0,NA,9999,0.9,1,0.98,2.74,300,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"Class 8 Sleeper cab mid roof (BEV, 2050, no program)",2050,BEV,0.434118466,7.7,NA,-1,-1,FALSE,FALSE,11564.31858,-0.46,0.8,5.88,17236,1.2,0,1,0,12.67,0,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",SI,6,0,0.26,5,0,335.9272184,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.13,0,357.3693813,945.1224915,2.61,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.004775904,0.506,0.6,60,0.2,0,NA,9999,0.9,1,0.98,2.74,300,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"Class 8 Sleeper cab low roof (BEV, 2050, no program)",2050,BEV,0.375883062,6.9,NA,-1,-1,FALSE,FALSE,11564.31858,-0.46,0.8,5.88,17236,1.2,0,1,0,12.67,0,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",SI,6,0,0.26,5,0,335.9272184,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.13,0,357.3693813,945.1224915,2.61,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.004775904,0.506,0.6,60,0.2,0,NA,9999,0.9,1,0.98,2.74,300,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"Class 8 Sleeper cab high roof (BEV, 2025, program success)",2025,BEV,0.68,10.4,NA,-1,-1,FALSE,FALSE,11776,-0.46,0.8,5.88,17236,1.2,0,1,0,12.67,0,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",SI,6,0,0.26,5,0,344.63,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.39,0,366.75,1628.14,4.18,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005931667,0.506,0.6,60,0.2,0,NA,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"Class 8 Sleeper cab mid roof (BEV, 2025, program success)",2025,BEV,0.602777978,7.7,NA,-1,-1,FALSE,FALSE,11482.92088,-0.46,0.8,5.88,17236,1.2,0,1,0,12.67,0,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",SI,6,0,0.26,5,0,350.6944556,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.39,0,373.0792081,1301.885171,4.18,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.006021667,0.506,0.6,60,0.2,0,NA,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"Class 8 Sleeper cab low roof (BEV, 2025, program success)",2025,BEV,0.521917518,6.9,NA,-1,-1,FALSE,FALSE,11482.92088,-0.46,0.8,5.88,17236,1.2,0,1,0,12.67,0,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",SI,6,0,0.26,5,0,350.6944556,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.39,0,373.0792081,1301.885171,4.18,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.006021667,0.506,0.6,60,0.2,0,NA,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,"Class 8 Sleeper cab high roof (BEV, 2030, program success)",2030,BEV,0.68,10.4,NA,-1,-1,FALSE,FALSE,11776,-0.46,0.8,5.88,17236,1.2,0,1,0,12.67,0,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",SI,6,0,0.26,5,0,337.51,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.22,0,357.54,1492.02,3.3,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005721875,0.506,0.6,60,0.2,0,NA,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"Class 8 Sleeper cab mid roof (BEV, 2030, program success)",2030,BEV,0.569906702,7.7,NA,-1,-1,FALSE,FALSE,10630.47197,-0.46,0.8,5.88,17236,1.2,0,1,0,12.67,0,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",SI,6,0,0.26,5,0,345.3903161,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.22,0,367.4365065,1207.80494,3.3,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005808692,0.506,0.6,60,0.2,0,NA,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"Class 8 Sleeper cab low roof (BEV, 2030, program success)",2030,BEV,0.493455803,6.9,NA,-1,-1,FALSE,FALSE,10630.47197,-0.46,0.8,5.88,17236,1.2,0,1,0,12.67,0,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",SI,6,0,0.26,5,0,345.3903161,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.22,0,367.4365065,1207.80494,3.3,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005808692,0.506,0.6,60,0.2,0,NA,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
